1.0000e-04 0.00000e+00 0.0000e+00
1.2573e-01 1.31765e-05 2.5400e-02
2.5136e-01 3.70411e-05 1.4900e-02
3.7698e-01 4.24697e-05 1.3600e-02
5.0261e-01 4.60358e-05 1.2900e-02
6.2824e-01 7.64854e-05 1.0100e-02
7.5387e-01 5.17227e-05 1.2000e-02
8.7949e-01 7.43390e-05 1.0200e-02
1.0051e+00 4.94411e-05 1.2400e-02
1.1307e+00 3.99815e-05 1.3700e-02
1.2564e+00 3.78260e-05 1.4200e-02
1.3820e+00 3.83488e-05 1.4000e-02
1.5076e+00 3.52952e-05 1.4700e-02
1.6333e+00 2.96498e-05 1.6000e-02
1.7589e+00 3.49368e-05 1.4700e-02
1.8845e+00 5.65231e-05 1.1500e-02
2.0101e+00 2.01911e-05 1.9500e-02
2.1358e+00 1.90610e-05 2.0200e-02
2.2614e+00 1.63014e-05 2.1800e-02
2.3870e+00 1.37917e-05 2.3700e-02
2.5127e+00 1.51003e-05 2.2800e-02
2.6383e+00 2.47146e-05 1.8100e-02
2.7639e+00 1.81585e-05 2.1300e-02
2.8895e+00 9.44109e-06 2.8900e-02
3.0152e+00 5.90614e-06 3.5900e-02
3.1408e+00 5.38338e-06 3.8000e-02
3.2664e+00 4.75612e-06 4.0300e-02
3.3920e+00 4.18896e-06 4.3400e-02
3.5177e+00 3.59669e-06 4.6100e-02
3.6433e+00 3.34981e-06 4.9000e-02
3.7689e+00 2.70458e-06 5.3800e-02
3.8946e+00 2.65474e-06 5.4800e-02
4.0202e+00 2.12229e-06 6.2200e-02
4.1458e+00 1.95811e-06 6.4300e-02
4.2714e+00 1.84092e-06 6.6800e-02
4.3971e+00 1.53227e-06 7.2300e-02
4.5227e+00 1.46827e-06 7.5100e-02
4.6483e+00 1.18083e-06 8.3900e-02
4.7740e+00 8.75595e-07 9.6300e-02
4.8996e+00 8.77420e-07 9.9000e-02
5.0252e+00 8.34577e-07 9.8600e-02
5.1508e+00 6.73968e-07 1.0920e-01
5.2765e+00 5.09813e-07 1.2520e-01
5.4021e+00 5.18075e-07 1.2990e-01
5.5277e+00 4.86610e-07 1.3150e-01
5.6533e+00 3.64902e-07 1.4980e-01
5.7790e+00 3.37766e-07 1.4940e-01
5.9046e+00 2.87225e-07 1.6680e-01
6.0302e+00 3.59560e-07 1.5340e-01
6.1559e+00 2.69147e-07 1.8120e-01
6.2815e+00 1.81781e-07 2.1170e-01
6.4071e+00 1.94847e-07 2.1310e-01
6.5327e+00 1.87198e-07 2.1350e-01
6.6584e+00 1.77756e-07 2.0340e-01
6.7840e+00 1.49988e-07 2.3140e-01
6.9096e+00 6.58465e-08 3.4900e-01
7.0352e+00 1.03404e-07 2.7140e-01
7.1609e+00 1.05195e-07 3.0660e-01
7.2865e+00 9.53041e-08 3.0800e-01
7.4121e+00 1.11857e-07 2.4850e-01
7.5378e+00 1.25112e-07 2.4470e-01
7.6634e+00 6.06461e-08 3.5840e-01
7.7890e+00 6.09267e-08 3.4870e-01
7.9146e+00 3.92696e-08 4.1800e-01
8.0403e+00 3.60811e-08 4.8030e-01
8.1659e+00 1.70881e-08 5.2020e-01
8.2915e+00 7.25250e-08 3.5980e-01
8.4172e+00 4.22431e-08 4.3120e-01
8.5428e+00 5.50719e-08 4.2580e-01
8.6684e+00 6.33006e-08 3.5900e-01
8.7940e+00 3.52362e-08 4.7430e-01
8.9197e+00 2.98859e-09 8.6450e-01
9.0453e+00 3.32573e-08 6.6300e-01
9.1709e+00 2.96773e-08 5.7590e-01
9.2965e+00 2.52034e-08 4.8130e-01
9.4222e+00 2.58299e-08 5.7000e-01
9.5478e+00 2.25686e-08 6.7500e-01
9.6734e+00 2.87086e-08 6.4590e-01
9.7991e+00 1.73678e-08 7.1700e-01
9.9247e+00 2.45779e-08 5.3420e-01
