1.0000e-05 0.00000e+00 0.0000e+00
5.0252e-01 6.73034e-04 3.6000e-03
1.0050e+00 8.74624e-04 3.1000e-03
1.5075e+00 8.09654e-04 3.2000e-03
2.0101e+00 6.57906e-04 3.5000e-03
2.5126e+00 5.27004e-04 3.9000e-03
3.0151e+00 4.05798e-04 4.4000e-03
3.5176e+00 3.05438e-04 5.1000e-03
4.0201e+00 2.31120e-04 5.8000e-03
4.5226e+00 1.66829e-04 6.8000e-03
5.0251e+00 1.20825e-04 8.0000e-03
5.5276e+00 8.91837e-05 9.3000e-03
6.0302e+00 6.20275e-05 1.1100e-02
6.5327e+00 4.61012e-05 1.2900e-02
7.0352e+00 3.25344e-05 1.5300e-02
7.5377e+00 2.37214e-05 1.7900e-02
8.0402e+00 1.74733e-05 2.0900e-02
8.5427e+00 1.17784e-05 2.5500e-02
9.0452e+00 8.57074e-06 2.9800e-02
9.5477e+00 5.81461e-06 3.6000e-02
1.0050e+01 4.05094e-06 4.3100e-02
1.0553e+01 3.04468e-06 5.0000e-02
1.1055e+01 2.10954e-06 5.9600e-02
1.1558e+01 1.30025e-06 7.6000e-02
1.2060e+01 1.08649e-06 8.4300e-02
1.2563e+01 9.19696e-07 9.2500e-02
1.3065e+01 5.18730e-07 1.2190e-01
1.3568e+01 3.47140e-07 1.5210e-01
1.4070e+01 2.77112e-07 1.7070e-01
1.4573e+01 1.22707e-07 2.4330e-01
1.5075e+01 1.02442e-07 2.7100e-01
1.5578e+01 1.27898e-07 2.4150e-01
1.6080e+01 4.69707e-08 3.9930e-01
1.6583e+01 7.29296e-08 3.2130e-01
1.7085e+01 3.82019e-08 4.3510e-01
1.7588e+01 3.87510e-08 4.4730e-01
1.8090e+01 3.45721e-08 4.7240e-01
1.8593e+01 2.01738e-10 1.0000e+00
1.9095e+01 5.43825e-09 1.0000e+00
1.9598e+01 0.00000e+00 0.0000e+00
2.0101e+01 1.45574e-06 7.2800e-02
2.0603e+01 0.00000e+00 0.0000e+00
2.1106e+01 0.00000e+00 0.0000e+00
2.1608e+01 0.00000e+00 0.0000e+00
2.2111e+01 0.00000e+00 0.0000e+00
2.2613e+01 0.00000e+00 0.0000e+00
2.3116e+01 0.00000e+00 0.0000e+00
2.3618e+01 0.00000e+00 0.0000e+00
2.4121e+01 0.00000e+00 0.0000e+00
2.4623e+01 0.00000e+00 0.0000e+00
2.5126e+01 0.00000e+00 0.0000e+00
2.5628e+01 0.00000e+00 0.0000e+00
2.6131e+01 0.00000e+00 0.0000e+00
2.6633e+01 0.00000e+00 0.0000e+00
2.7136e+01 0.00000e+00 0.0000e+00
2.7638e+01 0.00000e+00 0.0000e+00
2.8141e+01 0.00000e+00 0.0000e+00
2.8643e+01 0.00000e+00 0.0000e+00
2.9146e+01 0.00000e+00 0.0000e+00
2.9648e+01 0.00000e+00 0.0000e+00
3.0151e+01 0.00000e+00 0.0000e+00
3.0653e+01 0.00000e+00 0.0000e+00
3.1156e+01 0.00000e+00 0.0000e+00
3.1658e+01 0.00000e+00 0.0000e+00
3.2161e+01 0.00000e+00 0.0000e+00
3.2663e+01 0.00000e+00 0.0000e+00
3.3166e+01 0.00000e+00 0.0000e+00
3.3668e+01 0.00000e+00 0.0000e+00
3.4171e+01 0.00000e+00 0.0000e+00
3.4673e+01 0.00000e+00 0.0000e+00
3.5176e+01 0.00000e+00 0.0000e+00
3.5678e+01 0.00000e+00 0.0000e+00
3.6181e+01 0.00000e+00 0.0000e+00
3.6683e+01 0.00000e+00 0.0000e+00
3.7186e+01 0.00000e+00 0.0000e+00
3.7688e+01 0.00000e+00 0.0000e+00
3.8191e+01 0.00000e+00 0.0000e+00
3.8693e+01 0.00000e+00 0.0000e+00
