1.0000e-05 2.94281e-11 5.8050e-01
1.0844e-05 1.11635e-11 1.0000e+00
1.1758e-05 2.04246e-11 7.1560e-01
1.2751e-05 0.00000e+00 0.0000e+00
1.3826e-05 8.85638e-12 1.0000e+00
1.4993e-05 2.64826e-11 5.7740e-01
1.6258e-05 5.07234e-11 7.3570e-01
1.7629e-05 8.37960e-12 1.0000e+00
1.9116e-05 5.61226e-11 4.0950e-01
2.0729e-05 0.00000e+00 0.0000e+00
2.2478e-05 6.25472e-11 4.1210e-01
2.4374e-05 3.45405e-11 6.1260e-01
2.6431e-05 3.95328e-11 5.0600e-01
2.8661e-05 4.63583e-11 4.4890e-01
3.1079e-05 9.78201e-12 1.0000e+00
3.3701e-05 3.90272e-11 7.2940e-01
3.6544e-05 9.16472e-12 1.0000e+00
3.9627e-05 8.13401e-11 3.5040e-01
4.2970e-05 9.81903e-11 3.4890e-01
4.6595e-05 6.86205e-11 4.2100e-01
5.0526e-05 1.40769e-10 3.3360e-01
5.4789e-05 8.27517e-11 3.5990e-01
5.9411e-05 1.13462e-10 3.0750e-01
6.4424e-05 1.34302e-10 2.8640e-01
6.9859e-05 1.82082e-10 2.6000e-01
7.5753e-05 2.35144e-10 2.2680e-01
8.2143e-05 2.43240e-10 2.2130e-01
8.9074e-05 2.09364e-10 2.1960e-01
9.6588e-05 2.17630e-10 2.3760e-01
1.0474e-04 4.37475e-10 2.0150e-01
1.1357e-04 2.54314e-10 2.1110e-01
1.2316e-04 4.32422e-10 1.6890e-01
1.3355e-04 7.11633e-10 1.4710e-01
1.4481e-04 6.17337e-10 1.5190e-01
1.5703e-04 6.80508e-10 2.7880e-01
1.7028e-04 7.77281e-10 1.3860e-01
1.8464e-04 5.34475e-10 1.6430e-01
2.0022e-04 7.08668e-10 1.3220e-01
2.1711e-04 1.33526e-09 1.1460e-01
2.3543e-04 1.07248e-09 1.2630e-01
2.5529e-04 1.55951e-09 1.2200e-01
2.7683e-04 1.48322e-09 1.1460e-01
3.0018e-04 1.54712e-09 8.8800e-02
3.2551e-04 1.69442e-09 8.7600e-02
3.5297e-04 1.86644e-09 9.8000e-02
3.8275e-04 2.02452e-09 8.9300e-02
4.1504e-04 2.59431e-09 8.7500e-02
4.5006e-04 2.90300e-09 7.0500e-02
4.8803e-04 3.44059e-09 7.9200e-02
5.2920e-04 3.36394e-09 7.2200e-02
5.7384e-04 4.13591e-09 6.2200e-02
6.2226e-04 4.17245e-09 5.6600e-02
6.7475e-04 5.77640e-09 5.7900e-02
7.3168e-04 6.00442e-09 5.4300e-02
7.9341e-04 7.22936e-09 5.0300e-02
8.6035e-04 9.05138e-09 6.9300e-02
9.3293e-04 8.97135e-09 4.2200e-02
1.0116e-03 9.96197e-09 4.1100e-02
1.0970e-03 1.12466e-08 4.5200e-02
1.1895e-03 1.30196e-08 4.1500e-02
1.2899e-03 1.55281e-08 4.6100e-02
1.3987e-03 1.85859e-08 3.1600e-02
1.5167e-03 2.05731e-08 3.1900e-02
1.6447e-03 2.45963e-08 3.0000e-02
1.7834e-03 2.69558e-08 2.7000e-02
1.9339e-03 3.27935e-08 2.4500e-02
2.0970e-03 3.73161e-08 3.2600e-02
2.2740e-03 4.06969e-08 2.2700e-02
2.4658e-03 4.73378e-08 2.0600e-02
2.6738e-03 4.87477e-08 2.0000e-02
2.8994e-03 4.32420e-08 2.4600e-02
3.1440e-03 5.04914e-08 2.1300e-02
3.4093e-03 6.65901e-08 1.8700e-02
3.6969e-03 7.47560e-08 1.6900e-02
4.0088e-03 8.75306e-08 1.7100e-02
4.3470e-03 9.80363e-08 1.5000e-02
4.7138e-03 1.11718e-07 1.5700e-02
5.1114e-03 1.29733e-07 1.4500e-02
5.5427e-03 1.42606e-07 1.5400e-02
6.0103e-03 1.49371e-07 1.1700e-02
6.5173e-03 1.70773e-07 1.1300e-02
7.0672e-03 1.88028e-07 1.0800e-02
7.6634e-03 2.05943e-07 9.9000e-03
8.3099e-03 2.30063e-07 9.3000e-03
9.0110e-03 2.51216e-07 8.7000e-03
9.7712e-03 2.96964e-07 8.4000e-03
1.0596e-02 3.42685e-07 7.9000e-03
1.1490e-02 3.84617e-07 8.0000e-03
1.2459e-02 4.21743e-07 7.2000e-03
1.3510e-02 4.65478e-07 6.7000e-03
1.4650e-02 5.29439e-07 6.1000e-03
1.5886e-02 5.75369e-07 6.1000e-03
1.7226e-02 6.41277e-07 6.1000e-03
1.8679e-02 7.47165e-07 5.1000e-03
2.0255e-02 8.47825e-07 4.8000e-03
2.1964e-02 1.00864e-06 4.5000e-03
2.3817e-02 1.21764e-06 4.4000e-03
2.5826e-02 1.52549e-06 4.1000e-03
2.8005e-02 1.70609e-06 4.0000e-03
3.0368e-02 1.96830e-06 3.8000e-03
3.2930e-02 2.15119e-06 3.5000e-03
3.5708e-02 2.03845e-06 3.0000e-03
3.8720e-02 2.24601e-06 2.9000e-03
4.1987e-02 2.82000e-06 2.7000e-03
4.5529e-02 2.84267e-06 2.8000e-03
4.9370e-02 3.41285e-06 2.5000e-03
5.3536e-02 4.10265e-06 2.4000e-03
5.8052e-02 4.01870e-06 2.3000e-03
6.2950e-02 5.13523e-06 2.2000e-03
6.8261e-02 6.25303e-06 2.0000e-03
7.4020e-02 7.71709e-06 1.9000e-03
8.0264e-02 7.63551e-06 1.9000e-03
8.7036e-02 7.95032e-06 1.7000e-03
9.4379e-02 8.47677e-06 1.6000e-03
1.0234e-01 1.00172e-05 1.4000e-03
1.1098e-01 1.20822e-05 1.4000e-03
1.2034e-01 1.30391e-05 1.3000e-03
1.3049e-01 1.66016e-05 1.3000e-03
1.4150e-01 1.88414e-05 1.2000e-03
1.5344e-01 1.89008e-05 1.1000e-03
1.6638e-01 2.25406e-05 1.1000e-03
1.8042e-01 2.52636e-05 1.0000e-03
1.9564e-01 2.43077e-05 1.0000e-03
2.1215e-01 2.62481e-05 9.0000e-04
2.3004e-01 3.01898e-05 9.0000e-04
2.4945e-01 3.42153e-05 8.0000e-04
2.7050e-01 4.05872e-05 8.0000e-04
2.9332e-01 4.36133e-05 7.0000e-04
3.1806e-01 4.93356e-05 7.0000e-04
3.4490e-01 5.65871e-05 6.0000e-04
3.7399e-01 5.68859e-05 6.0000e-04
4.0555e-01 6.22930e-05 6.0000e-04
4.3976e-01 5.54906e-05 6.0000e-04
4.7686e-01 6.26007e-05 6.0000e-04
5.1709e-01 8.20003e-05 5.0000e-04
5.6072e-01 8.72788e-05 5.0000e-04
6.0802e-01 9.29352e-05 5.0000e-04
6.5932e-01 1.02204e-04 4.0000e-04
7.1494e-01 1.16545e-04 4.0000e-04
7.7526e-01 1.18353e-04 4.0000e-04
8.4067e-01 1.28191e-04 4.0000e-04
9.1159e-01 1.24461e-04 4.0000e-04
9.8850e-01 1.21537e-04 4.0000e-04
1.0719e+00 1.18346e-04 4.0000e-04
1.1623e+00 1.39388e-04 3.0000e-04
1.2604e+00 1.49754e-04 3.0000e-04
1.3667e+00 1.42864e-04 3.0000e-04
1.4820e+00 1.51071e-04 3.0000e-04
1.6071e+00 1.51594e-04 3.0000e-04
1.7426e+00 1.50008e-04 3.0000e-04
1.8897e+00 1.48873e-04 3.0000e-04
2.0491e+00 1.43055e-04 3.0000e-04
2.2219e+00 1.39210e-04 3.0000e-04
2.4094e+00 1.41251e-04 3.0000e-04
2.6127e+00 1.31771e-04 3.0000e-04
2.8331e+00 1.20190e-04 3.0000e-04
3.0721e+00 1.09193e-04 3.0000e-04
3.3313e+00 9.90764e-05 3.0000e-04
3.6123e+00 8.45337e-05 4.0000e-04
3.9171e+00 7.42499e-05 4.0000e-04
4.2476e+00 6.52145e-05 4.0000e-04
4.6059e+00 5.36370e-05 4.0000e-04
4.9945e+00 4.52906e-05 5.0000e-04
5.4159e+00 3.72851e-05 5.0000e-04
5.8728e+00 3.02809e-05 6.0000e-04
6.3682e+00 2.41889e-05 6.0000e-04
6.9055e+00 1.87872e-05 7.0000e-04
7.4881e+00 1.39895e-05 8.0000e-04
8.1198e+00 1.00697e-05 1.0000e-03
8.8049e+00 6.99548e-06 1.1000e-03
9.5477e+00 4.71608e-06 1.4000e-03
1.0353e+01 3.00761e-06 1.7000e-03
1.1227e+01 1.83288e-06 2.2000e-03
1.2174e+01 1.04491e-06 2.9000e-03
1.3201e+01 5.70354e-07 4.0000e-03
1.4315e+01 2.89906e-07 5.5000e-03
1.5522e+01 1.37757e-07 8.0000e-03
1.6832e+01 6.04730e-08 1.2000e-02
1.8252e+01 2.52576e-08 1.8500e-02
1.9792e+01 9.51080e-09 3.0500e-02
2.1461e+01 3.00692e-09 5.3500e-02
2.3272e+01 9.53119e-10 9.5100e-02
2.5235e+01 2.65073e-10 1.7970e-01
2.7364e+01 1.36957e-10 2.5000e-01
2.9673e+01 8.35464e-12 1.0000e+00
3.2176e+01 8.41070e-12 1.0000e+00
3.4891e+01 0.00000e+00 0.0000e+00
3.7835e+01 0.00000e+00 0.0000e+00
4.1027e+01 0.00000e+00 0.0000e+00
4.4488e+01 0.00000e+00 0.0000e+00
4.8241e+01 0.00000e+00 0.0000e+00
5.2311e+01 0.00000e+00 0.0000e+00
5.6724e+01 0.00000e+00 0.0000e+00
6.1510e+01 0.00000e+00 0.0000e+00
6.6699e+01 0.00000e+00 0.0000e+00
7.2326e+01 0.00000e+00 0.0000e+00
7.8428e+01 0.00000e+00 0.0000e+00
8.5045e+01 0.00000e+00 0.0000e+00
9.2220e+01 0.00000e+00 0.0000e+00
1.0000e+02 0.00000e+00 0.0000e+00
