410,622824465983	1,10E+09		5,98E-01		Epitérmico
410,622824465983	568,99E+06		3,10E-01		1Rápido
410,622824465983	145,63E+06		7,93E-02		Térmico
410,622824465983	23,30E+06		1,27E-02		2Rápido
					
	1,84E+09		1,00E+00		
